,name,address,categories,id
496,Donnelly Memorial Park,,park,OSMway-39680302
497,Saint Marks Park,,park,OSMway-39680328
498,Heards Brook Park,,park,OSMway-39680360
499,Kiddie KeepWell Camp,,recreation_ground,OSMway-39680480
500,Maplewood Country Club,,golf_course,OSMway-39680490
501,Metuchen Golf and Country Club,Edison 244 Plainfield Road ,golf_course,OSMway-39680545
502,Unami Park,,park,OSMway-39680602
503,Sid Fay Field,,recreation_ground,OSMway-39680612
504,Bayview Park,,park,OSMway-39680619
505,16th Street Park,,park,OSMway-39680646
506,Spring Cove Estates,,residential,OSMway-39680690
507,Prospect Park Quarry & Mill,,quarry,OSMway-39680786
508,Robeson Stadium,,recreation_ground,OSMway-39680791
509,Short Hills Club,,recreation_ground,OSMway-39680793
510,Littell People’s Park,,park,OSMway-39680897
511,Canoe Brook Country Club South Course,,golf_course,OSMway-39680957
512,Carteret Park,,park,OSMway-39680960
513,Independence Park,,park,OSMway-39680961
514,Veterans Memorial Field,,recreation_ground;park,OSMway-39681011
515,Miller Park,,park,OSMway-39681042
516,Fords Park,,park;caravan_site,OSMway-39681062
517,Carteret Park,,recreation_ground;park,OSMway-39681120
518,Soverel Park,,park,OSMway-39681131
519,Hamilton Park,,park,OSMway-39681160
520,Canoe Brook Country Club North Course,,golf_course,OSMway-39681185
521,Oakland Park,,park,OSMway-39681344
522,Meisel Avenue Park,,park,OSMway-39681375
523,Wilson Park,,recreation_ground,OSMway-39681395
524,Morris Canal Peninsula Park,,park,OSMway-39681413
525,Madison Avenue Park,,park,OSMway-39681457
526,Larchmont Reservation,,forest,OSMway-39681476
527,Taylor Park,,park,OSMway-39681546
528,Dalton Park,,park,OSMway-39681572
529,"Leonard Gordon Park / ""Mosquito Park""",,recreation_ground;park,OSMway-39681573
530,Fourth Ward Park,,park,OSMway-39681657
531,Washington Park,,park,OSMway-39681693
532,Peach Orchard Park,,park,OSMway-39681696
533,Regina Street Park,,park,OSMway-39681715
534,Carteret Street Park,,park,OSMway-39681777
535,Livingston Oval,,recreation_ground,OSMway-39681789
536,Elmwood Park,,park,OSMway-39681900
537,Veterans Memorial Youth League Complex,,park,OSMway-39681914
538,Mercer County Park,,park,OSMway-39681960
539,Richardson Scale Park,Clifton 680 Van Houten Avenue ,park,OSMway-39829796
540,Sperling Park,Clifton 295 Speer Avenue ,park,OSMway-39829897
541,Zuckerberg's Industrial Park,,industrial,OSMway-39829993
542,Stone Bridge at Wayne,,residential,OSMway-39830264
543,Egan Field,,recreation_ground;park,OSMway-39830374
544,Lodi Memorial Park,,recreation_ground,OSMway-39830380
545,North Cove Park,Wayne 100 Pal Drive ,recreation_ground;park,OSMway-39830394
546,Avalon Roseland,,residential,OSMway-39830401
547,Denning Park,,grass;park,OSMway-39830418
548,Stone Bridge at Wayne,,residential,OSMway-39830460
549,Artesian Fields County Park,,recreation_ground,OSMway-39830494
550,Borough Park,,recreation_ground,OSMway-39830549
551,Nichols Park,,pitch;baseball,OSMway-39830598
552,Camp Dawson Park,,park,OSMway-39830630
553,Roseland Commons,,industrial,OSMway-39830657
554,Verona Community Pool,Verona 257 Fairview Avenue ,recreation_ground,OSMway-39830660
555,New Bridge Landing,,park,OSMway-39830674
556,Van Vugt Greenhouses,,greenhouse_horticulture,OSMway-39830689
557,Garden State Corporate Center,bloomfield 1515 Broad Street ,industrial,OSMway-39830904
558,Columbia Terrace Park,,recreation_ground;park,OSMway-39830977
559,Willowbrook Golf Center,Wayne 366 US-46 ,golf_course,OSMway-39830995
560,Cedar Grove Community Park,,park,OSMway-39831114
561,Dorin Industrial Park,,industrial,OSMway-39831127
562,West Essex Industriial Park,,park,OSMway-39831134
563,Mount Prospect Park,Clifton 341 Mount Prospect Avenue ,park,OSMway-39831145
564,High Mountain Villages,,residential,OSMway-39831212
565,Mountain Ridge Country Club,,golf_course,OSMway-39831264
566,Watsessing Park,,park,OSMway-39831280
567,Wagaraw Field,,recreation_ground,OSMway-39831301
568,Rutherford Memorial Park,,recreation_ground;park,OSMway-39831443
569,Werner Generating Station,,industrial,OSMway-39835199
570,Buckeye Terminal,,industrial,OSMway-39835283
571,Stanley F. Rudyk Park,,park,OSMway-39835320
572,Madden Field,,park,OSMway-39835524
573,Oak Ridge Park,,park,OSMway-39835595
574,Joseph Medwick Park,,park,OSMway-39835646
575,Tamaques Park,,park,OSMway-39835697
576,Hyatt Hills Golf Complex,Clark 1300 Raritan Road ,golf_course,OSMway-39835742
577,Bilkays Express Co,,commercial,OSMway-39835746
578,Eighth Ward Park,,recreation_ground,OSMway-39835747
579,Gumbert Park,,park,OSMway-39835769
580,Baltusrol Golf Course,Springfield 201 Shunpike Road ,golf_course,OSMway-39835869
581,Washington Avenue Park,,park,OSMway-39835900
582,Summit Square,,residential,OSMway-39835913
583,Maplewood Pool,,recreation_ground,OSMway-39835982
584,C-Yard,,industrial,OSMway-39836011
585,River Terminal Development,,industrial,OSMway-39836013
586,River Terminal Development,,industrial,OSMway-39836035
587,Essex Generating Station,,industrial;plant,OSMway-39836042
588,Bergen County Equestrian Center,,farmyard;horse_riding,OSMway-39841743
589,Terrapin Stables,Montville Township 88 Passaic Valley Road ,farmyard,OSMway-39841754
590,Garret Mountain Reservation,,nature_reserve,OSMway-39841771
591,Greenview Park,,recreation_ground;park,OSMway-39848959
592,Knollcroft Park,Clifton 195 Knollwood Terrace ,park,OSMway-39873238
593,Allwood Park,Clifton 1175 Route 3 West ,park,OSMway-39873521
594,Borg's Woods,,park,OSMway-39873625
595,Hackensack River County Park,,park,OSMway-39873956
596,Hector Aponte Field,,pitch,OSMway-39943807
597,One Seaport Plaza,New York 199 Water Street ,yes,OSMway-40010489
598,5 World Trade Center,New York US 130 Liberty Street ,construction,OSMway-40010491
599,Kean University East Campus,,university;recreation_ground,OSMway-40136411
600,Briant Park,,recreation_ground;park,OSMway-40136501
601,Dehart Park,,park,OSMway-40136508
602,West Side Park,,park,OSMway-40136555
603,Owens Corning Kearney Plant,,industrial,OSMway-40136576
604,Standard Chlorine Superfund Site,,brownfield,OSMway-40136578
605,Goya Foods,Jersey City 350 County Road ,industrial,OSMway-40136590
606,Essex County Country Club,West Orange 350 Mount Pleasant Avenue ,golf_course,OSMway-40136692
607,Francis Byrne Golf Course,West Orange Pleasant Valley Way ,golf_course,OSMway-40136694
608,Lions Gate Park,,park,OSMway-40136846
609,Bond-Force Memorial Park,,park,OSMway-40136897
610,Essex Family Golf Center,,golf_course,OSMway-40136999
611,Dundee Island Park,Clifton 4 Ackerman Avenue ,park,OSMway-40137097
612,Peckman Preserve,,recreation_ground;park,OSMway-40137115
613,Maywood Chemical - Stepan Chemical,,construction;FUSRAP,OSMway-40137147
614,Manchester Park,,park,OSMway-40137196
615,Sayreville Generating Station,Sayreville River Road ,industrial;plant,OSMway-40139297
616,Dennis P. Collins Park,,park,OSMway-40140034
617,Saint Stephen's Cemetery,,grave_yard;cemetery,OSMway-40164577
618,Saint Marys Cemetery,,cemetery,OSMway-40164580
619,Albert G Waters Stadium,,recreation_ground,OSMway-40164581
620,Alpine Cemetery,,cemetery,OSMway-40164582
621,Saint John the Baptist Orthodox Church Cemetery,,cemetery,OSMway-40164585
622,Ukrainian Cemetery,,cemetery,OSMway-40164586
623,Saint John the Baptist Orthodox Church Cemetery,,cemetery,OSMway-40164587
624,Bruce A. Turcotte Memorial Park,,park,OSMway-40164588
625,Hillside Cemetery,,cemetery,OSMway-40164591
626,Myrtle-Charles Park,,park,OSMway-40164593
627,Ukrainian Catholic Church of the Assumption Cemetery,,cemetery,OSMway-40164596
628,Saint James Cemetery,,cemetery,OSMway-40164628
629,Presbyterian Church Cemetery,,cemetery,OSMway-40164636
630,Beth Israel Memorial Cemetery,,cemetery,OSMway-40164641
631,Cloverleaf Cemetery,,cemetery,OSMway-40164704
632,St. Gertrude Cemetery & Mausoleum,,cemetery,OSMway-40164763
633,Milton Lake Park,,park,OSMway-40164783
634,Rahway Cemetery,,grave_yard;cemetery,OSMway-40164784
635,Rahway River Park,,park,OSMway-40164790
636,Rosedale Cemetery,,grave_yard;cemetery,OSMway-40164795
637,Blackbrook Park,,park,OSMway-40164904
638,Williams Nursery,,garden_centre,OSMway-40164905
639,Weequahic Golf Course,,golf_course,OSMway-40164916
640,Bayside Park,,park,OSMway-40165046
641,Biertempful Park,,park,OSMway-40165058
642,Saint Mary's Cemetery,,cemetery,OSMway-40165103
643,Arlington Memorial Park,,cemetery,OSMway-40165193
644,Arlington Memorial Park,,cemetery,OSMway-40165203
645,Gunnell Oval Complex,,recreation_ground;park,OSMway-40165211
646,Saint Johns Cemetery,,grave_yard,OSMway-40165238
647,Palisades Cemetery,,cemetery,OSMway-40165239
648,Weehawken Cemetery,,cemetery,OSMway-40165240
649,Rosedale Cemetery,,cemetery,OSMway-40165243
650,Holy Cross Cemetery,,cemetery,OSMway-40165248
651,Bloomfield Cemetery,,cemetery,OSMway-40165260
652,Mount Olivet Cemetery,,cemetery,OSMway-40165262
653,Foley Field,,recreation_ground;park,OSMway-40165264
654,Glendale Cemetery,,cemetery,OSMway-40165281
655,Forest Hills Field Club,,golf_course,OSMway-40165283
656,Hillside Cemetery,,cemetery,OSMway-40165541
657,Field Hockey Complex,,recreation_ground,OSMway-40241312
658,Holy Cross Cemetery,3620 Tilden Avenue ,cemetery,OSMway-40329398
659,Claremont Park,,park,OSMway-40336168
660,Saint Mary's Park,,park,OSMway-40336208
661,Rose Hill Cemetery,,cemetery,OSMway-40375705
662,Carroll Park,,park,OSMway-40416347
663,Louis Valentino Junior Park,,park,OSMway-40418151
664,Erie Basin Park,,park,OSMway-40418159
665,Trinity Park,,park,OSMway-40663077
666,Commodore John Barry Park,,park,OSMway-40709911
667,Braen Stone Quarry,,quarry,OSMway-41272071
668,Fairlawn Cemetery,,cemetery,OSMway-41914798
669,Mount Moriah Cemetery,,grave_yard;cemetery,OSMway-41914865
670,Arcola Country Club,Paramus Paramus Road ,golf_course,OSMway-41914877
671,Prospect Hill Cemetery,,cemetery,OSMway-41914886
672,Cemetery of the Madonna,,cemetery,OSMway-41914950
673,Mount Carmel Cemetery,,cemetery,OSMway-41914952
674,Passaic Junction Cemeteries,,cemetery,OSMway-41915005
675,George Washington Memorial Park,,cemetery,OSMway-41915025
676,Holy Sepulchre Cemetery,Totowa 52 Totowa Avenue ,cemetery,OSMway-41915079
677,Sharkey Landfill Superfund Site,,,OSMway-41915165
678,East Ridgelawn Cemetery,,cemetery,OSMway-41915226
679,Riverside Cemetery,,cemetery,OSMway-41915251
680,Willis Park,,recreation_ground;park,OSMway-41915294
681,St Mary's Cemetery,,cemetery,OSMway-41915383
682,Laurel Hill Cemetery,Totowa 295 Totowa Road ,grave_yard;cemetery,OSMway-41915419
683,King Solomon Cemetery,,cemetery,OSMway-41915476
684,Cooper Park,,park,OSMway-41915573
685,Maple Grove Park Cemetary,,cemetery,OSMway-41915575
686,St Michael's Cemetery,,cemetery,OSMway-41915611
687,Hackensack Cemetery,,cemetery,OSMway-41915686
688,11 Toll Gate,,toll_booth;government,OSMway-42208269
689,One Financial Square,New York 33 Old Slip ,yes,OSMway-42455776
690,Morgan Stanley Building,1585 Broadway ,commercial,OSMway-42496284
691,McGraw-Hill Building,New York 1221 6th Avenue ,commercial,OSMway-42496314
692,Interchem Building,New York 1133 6th Avenue ,office,OSMway-42496352
693,One Rockefeller Plaza,New York 1 Rockefeller Plaza ,commercial,OSMway-42500728
694,383 Madison Avenue,383 Madison Avenue ,yes,OSMway-42500733
695,Park Avenue Atrium,New York ,yes,OSMway-42500768
696,Chrysler Building,,tower,OSMway-42500770
697,Daily News Building,,yes;yes,OSMway-42500778
698,Anne Hutchinson School,,school,OSMway-42701727
699,The Lawn,,village_green,OSMway-42708892
700,Shoprite,New Rochelle 8 Joyce Road ,supermarket,OSMway-42709376
701,Westfield Garden State Plaza,,retail,OSMway-43153615
702,Classon Playground,,park,OSMway-43203194
703,Dean Playground,,park,OSMway-43221632
704,Prospect Park Parade Ground,,park,OSMway-43315119
705,Woodlawn Cemetery,,cemetery,OSMway-43317041
706,The Outlets at Bergen Town Center,Paramus NJ4 ,retail,OSMway-44105272
707,Parking Deck,,parking,OSMway-44106059
708,Pitkin Education Center,,university,OSMway-44106218
709,West Hall,,college,OSMway-44106223
710,Technology Building,,college;school,OSMway-44106245
711,Buehler Challenger & Science Center,,college,OSMway-44106261
712,Orchard Hills Golf Course,Paramus US 404 Paramus Road ,golf_course,OSMway-44108513
713,Bergen Community College,Paramus 400 Paramus Road ,college,OSMway-44108574
714,Paramus Golf Course,Paramus 314 Paramus Road ,golf_course,OSMway-44108676
715,The Ridgewood Country Club,Paramus 96 West Midland Avenue ,golf_course,OSMway-44108723
716,Petrosino Square,,park,OSMway-44225581
717,St. Andrews Village,,residential,OSMway-44819560
718,Pelham Cemetery,,cemetery,OSMway-44843917
719,Ambrosini Field,,park,OSMway-44844641
720,Belden Point Park,,park,OSMway-44844928
721,YMCA,,sports_centre,OSMway-44947880
722,Pugsley Creek Park,,nature_reserve,OSMway-44955885
723,Golden Mango,,retail,OSMway-44956277
724,Lafayette Avenue Park,,park,OSMway-44996091
725,Paramus Park,Paramus 700 Paramus Park ,yes;mall,OSMway-45060493
726,Castle Hill Houses,,residential,OSMway-45100909
727,Jamie Towers,,residential,OSMway-45159471
728,Paramus Town Square,,retail,OSMway-45237255
729,Bergen Toll Plaza,,toll_booth;government,OSMway-45439686
730,Saddle Brook Toll Exit,,toll_booth,OSMway-45526699
731,Lake Vincent,,recreation_ground,OSMway-45702911
732,Saint Peter's Graveyard,,grave_yard,OSMway-45755969
733,Burlington,Clifton ,yes;department_store,OSMway-45791844
734,Applebee's,,restaurant;commercial,OSMway-45791859
735,Chevys,,restaurant,OSMway-45791861
736,Boiling Springs Savings Bank,,bank,OSMway-45791863
737,AMC Clifton Commons 16,,cinema,OSMway-45791868
738,Staples,,yes;stationery,OSMway-45791869
739,Stop & Shop,,yes;supermarket,OSMway-45791870
740,Clifton Commons,,retail,OSMway-45791952
741,Target,,retail,OSMway-45791964
742,Spuntino's Wine Bar and Italian Tapias,,restaurant,OSMway-45791978
743,Party City,,yes;party,OSMway-45792043
744,Barnes & Noble,,yes;books,OSMway-45792045
745,Wells Fargo,,bank,OSMway-45792081
746,Kohl's,,yes;department_store,OSMway-45792257
747,Yesterdays Bar and Grille,,restaurant,OSMway-45792291
748,Dick's Sporting Goods,,yes;sports,OSMway-45966058
749,Seth Low Intermediate School 96,,school,OSMway-46588422
750,Franklin Delano Roosevelt High School,Brooklyn 5800 20th Avenue ,school,OSMway-46588424
751,Abraham Lincoln High School,Brooklyn 2800 Ocean Parkway ,school;education,OSMway-46588442
752,Brizzi Playground,Brooklyn 10th Avenue ,park,OSMway-47286781
753,Queensbridge Park,,park,OSMway-47798671
754,Memorial Gore,,garden,OSMway-48598139
755,Olive Street Community Garden,,garden,OSMway-48598140
756,Powers Street Garden,276 Powers Street ,garden,OSMway-48598141
757,Orient Grove,,garden,OSMway-48598143
758,Red Shed Community Garden,,garden,OSMway-48606192
759,"The High School of Enterprise, Business, and Technology",Brooklyn 850 Grand Street ,school,OSMway-48610330
760,WNYC Transmitter Park,,park,OSMway-48686595
761,Greenpoint Little League,,park,OSMway-48687057
762,United Nations Headquarters,New York 405 FDR Drive ,public;international_organization;attraction,OSMway-48869328
763,Macri Triangle,,park,OSMway-48997911
764,Jaime Campiz Playground,,playground,OSMway-48997912
765,Mount Carmel Square,,park,OSMway-49031717
766,Badame Sessa Memorial Square,,park,OSMway-49034777
767,Newark Penn Station,,train_station,OSMway-49200094
768,Butler Library West Commons,,recreation_ground,OSMway-49432231
769,Butler Library East Commons,,recreation_ground,OSMway-49432232
770,Furnald Lawn,,grass,OSMway-49432233
771,Manhasset Secondary School,,school,OSMway-50510550
772,Terrace Manor at Manhasset,,residential,OSMway-50510551
773,USS Intrepid,New York 1 Intrepid Plaza ,ship;attraction,OSMway-50603780
774,Warinanco Park,,park,OSMway-51541510
775,Marriott Newark Airport,,yes;hotel,OSMway-51653646
776,Super 8 North Bergen,,motel,OSMway-52171596
777,Wilson Park,,park,OSMway-52195495
778,Terry Collins Park,,park,OSMway-52559593
779,USS Growler,,ship;ship,OSMway-53142768
780,Concorde,,aircraft,OSMway-53142769
781,DeLury Square,,park,OSMway-53189828
782,Bunker Ponds Park,,park,OSMway-53721355
783,Neck Creek Preserve,,nature_reserve,OSMway-53805327
784,Schmul Park,,park,OSMway-53807362
785,Notre Dame Academy,,school,OSMway-53812483
786,Public School 59 - The Harborview School,,school,OSMway-53813506
787,Staten Island Academy,Staten Island 715 Todt Hill Road ,school,OSMway-53814987
788,Liberty Landing Marina,,marina;lake,OSMway-53865549
789,Liberty Science Center,Jersey City US 222 Jersey City Boulevard ,museum,OSMway-53883375
790,Nature Center Lot,,parking,OSMway-53884843
791,Harbor View Park,,park,OSMway-54051026
792,NJPAC Lot A,,parking,OSMway-54278401
793,Vailsburg Park,,park,OSMway-54672577
794,Graceland Memorial Park,,cemetery,OSMway-54777753
795,South Meadow Stage,,theatre;tent,OSMway-55575959
796,Connie Gretz Secret Garden,,hedge;garden,OSMway-55576301
797,Chinese Scholar’s Garden,,fence;garden,OSMway-55576393
798,Governor’s House,,yes,OSMway-55580349
799,Heritage Rose Garden,,garden,OSMway-55580350
800,Brook Ave Park,,park,OSMway-55824235
801,Tuscan Garden,,garden,OSMway-55947789
802,Van Cortlandt Park,,park,OSMway-56384794
803,Brooklyn Bridge Park,Brooklyn 334 Furman Street ,park,OSMway-56469108
804,Brower Park,,park,OSMway-56760379
805,Owl’s Head Park,,park,OSMway-56760810
806,Shore Road Park,,park,OSMway-56760811
807,Manhattan Beach Park,Brooklyn Oriental Boulevard ,park,OSMway-56761482
808,West Belt Plaza,Wayne 22 West Belt Plaza ,commercial,OSMway-58569773
809,Willowbrook Plaza,Wayne 77 Willowbrook Boulevard ,commercial,OSMway-58569825
810,AMC Wayne 14,Wayne 67 Willowbrook Boulevard ,cinema;commercial,OSMway-58569844
811,Firestone,Wayne 74 Willowbrook Boulevard ,commercial;car_repair,OSMway-58570318
812,Macy's Furniture Gallery,Wayne 200 US-46 ,yes;furniture,OSMway-58570379
813,15X Tollgate,,government,OSMway-58821294
814,I-280/Newark/The Oranges,,toll_booth,OSMway-58821362
815,Staten Island Paintball Center,,sports_centre,OSMway-59379119
816,Randall's Island Field #10,,pitch;soccer;lacrosse;multi,OSMway-59384257
817,Icahn Stadium,,stadium,OSMway-59384268
818,Charleston Cemetery,,grave_yard,OSMway-59559691
819,Lincoln Harbor Yacht Club,,marina,OSMway-59579621
820,Maxwell Place Park,,park,OSMway-59582314
